	Series_reference	Period	Data_value	STATUS	UNITS	Subject	Group	Series_title_1
8157	CPIM.SAP0170	2010.11	4.61	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8158	CPIM.SAP0170	2010.12	4.52	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8159	CPIM.SAP0170	2011.01	4.72	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8160	CPIM.SAP0170	2011.02	4.77	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8161	CPIM.SAP0170	2011.03	4.33	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8162	CPIM.SAP0170	2011.04	4.4	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8163	CPIM.SAP0170	2011.05	4.75	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8164	CPIM.SAP0170	2011.06	4.64	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8165	CPIM.SAP0170	2011.07	4.71	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8166	CPIM.SAP0170	2011.08	4.59	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8167	CPIM.SAP0170	2011.09	4.47	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8168	CPIM.SAP0170	2011.1	4.34	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8169	CPIM.SAP0170	2011.11	4.24	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8170	CPIM.SAP0170	2011.12	4.34	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8171	CPIM.SAP0170	2012.01	3.92	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8172	CPIM.SAP0170	2012.02	4.58	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8173	CPIM.SAP0170	2012.03	4.09	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8174	CPIM.SAP0170	2012.04	4.14	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8175	CPIM.SAP0170	2012.05	4.53	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8176	CPIM.SAP0170	2012.06	4.37	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8177	CPIM.SAP0170	2012.07	4.08	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8178	CPIM.SAP0170	2012.08	4.45	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8179	CPIM.SAP0170	2012.09	4.07	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8180	CPIM.SAP0170	2012.1	4.0	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8181	CPIM.SAP0170	2012.11	4.03	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8182	CPIM.SAP0170	2012.12	4.12	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8183	CPIM.SAP0170	2013.01	3.98	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8184	CPIM.SAP0170	2013.02	4.59	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8185	CPIM.SAP0170	2013.03	4.06	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8186	CPIM.SAP0170	2013.04	4.3	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8187	CPIM.SAP0170	2013.05	4.36	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8188	CPIM.SAP0170	2013.06	4.24	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8189	CPIM.SAP0170	2013.07	4.51	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8190	CPIM.SAP0170	2013.08	4.32	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8191	CPIM.SAP0170	2013.09	4.21	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8192	CPIM.SAP0170	2013.1	4.29	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8193	CPIM.SAP0170	2013.11	4.07	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8194	CPIM.SAP0170	2013.12	4.01	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8195	CPIM.SAP0170	2014.01	4.28	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8196	CPIM.SAP0170	2014.02	4.27	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8197	CPIM.SAP0170	2014.03	4.28	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8198	CPIM.SAP0170	2014.04	4.33	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8199	CPIM.SAP0170	2014.05	4.26	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8200	CPIM.SAP0170	2014.06	4.62	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8201	CPIM.SAP0170	2014.07	4.78	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8202	CPIM.SAP0170	2014.08	4.58	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8203	CPIM.SAP0170	2014.09	4.57	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8204	CPIM.SAP0170	2014.1	4.64	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8205	CPIM.SAP0170	2014.11	4.58	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8206	CPIM.SAP0170	2014.12	4.8	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8207	CPIM.SAP0170	2015.01	4.61	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8208	CPIM.SAP0170	2015.02	4.94	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8209	CPIM.SAP0170	2015.03	4.76	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8210	CPIM.SAP0170	2015.04	4.67	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8211	CPIM.SAP0170	2015.05	4.77	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8212	CPIM.SAP0170	2015.06	4.59	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8213	CPIM.SAP0170	2015.07	4.73	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8214	CPIM.SAP0170	2015.08	4.78	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8215	CPIM.SAP0170	2015.09	4.57	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8216	CPIM.SAP0170	2015.1	4.68	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8217	CPIM.SAP0170	2015.11	4.74	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8218	CPIM.SAP0170	2015.12	4.83	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8219	CPIM.SAP0170	2016.01	4.73	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8220	CPIM.SAP0170	2016.02	4.93	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8221	CPIM.SAP0170	2016.03	4.76	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8222	CPIM.SAP0170	2016.04	4.85	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8223	CPIM.SAP0170	2016.05	4.87	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8224	CPIM.SAP0170	2016.06	4.77	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8225	CPIM.SAP0170	2016.07	5.03	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8226	CPIM.SAP0170	2016.08	4.62	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8227	CPIM.SAP0170	2016.09	4.79	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8228	CPIM.SAP0170	2016.1	4.97	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8229	CPIM.SAP0170	2016.11	4.82	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8230	CPIM.SAP0170	2016.12	4.37	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8231	CPIM.SAP0170	2017.01	4.99	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8232	CPIM.SAP0170	2017.02	4.52	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8233	CPIM.SAP0170	2017.03	4.65	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8234	CPIM.SAP0170	2017.04	4.49	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8235	CPIM.SAP0170	2017.05	4.57	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8236	CPIM.SAP0170	2017.06	4.92	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8237	CPIM.SAP0170	2017.07	4.52	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8238	CPIM.SAP0170	2017.08	4.89	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8239	CPIM.SAP0170	2017.09	4.82	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8240	CPIM.SAP0170	2017.1	5.01	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8241	CPIM.SAP0170	2017.11	4.7	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8242	CPIM.SAP0170	2017.12	4.54	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8243	CPIM.SAP0170	2018.01	4.67	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8244	CPIM.SAP0170	2018.02	4.74	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8245	CPIM.SAP0170	2018.03	4.8	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chilled fruit juice or smoothies, 1 to 1.5 litre
8246	CPIM.SAP0172	2007.02	6.86	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8247	CPIM.SAP0172	2007.03	7.74	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8248	CPIM.SAP0172	2007.04	7.85	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8249	CPIM.SAP0172	2007.05	7.08	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8250	CPIM.SAP0172	2007.06	8.26	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8251	CPIM.SAP0172	2007.07	8.3	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8252	CPIM.SAP0172	2007.08	8.37	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8253	CPIM.SAP0172	2007.09	8.16	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8254	CPIM.SAP0172	2007.1	8.41	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8255	CPIM.SAP0172	2007.11	7.59	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8256	CPIM.SAP0172	2007.12	6.84	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8257	CPIM.SAP0172	2008.01	8.17	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8258	CPIM.SAP0172	2008.02	6.99	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8259	CPIM.SAP0172	2008.03	7.96	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8260	CPIM.SAP0172	2008.04	8.07	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8261	CPIM.SAP0172	2008.05	7.88	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8262	CPIM.SAP0172	2008.06	8.64	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8263	CPIM.SAP0172	2008.07	8.45	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8264	CPIM.SAP0172	2008.08	8.67	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8265	CPIM.SAP0172	2008.09	8.58	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8266	CPIM.SAP0172	2008.1	8.58	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8267	CPIM.SAP0172	2008.11	8.33	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8268	CPIM.SAP0172	2008.12	7.34	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8269	CPIM.SAP0172	2009.01	8.5	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8270	CPIM.SAP0172	2009.02	7.49	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8271	CPIM.SAP0172	2009.03	8.38	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8272	CPIM.SAP0172	2009.04	7.9	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8273	CPIM.SAP0172	2009.05	8.21	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8274	CPIM.SAP0172	2009.06	9.09	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8275	CPIM.SAP0172	2009.07	9.14	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8276	CPIM.SAP0172	2009.08	9.06	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8277	CPIM.SAP0172	2009.09	8.62	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8278	CPIM.SAP0172	2009.1	8.8	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8279	CPIM.SAP0172	2009.11	8.45	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8280	CPIM.SAP0172	2009.12	7.68	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8281	CPIM.SAP0172	2010.01	9.04	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8282	CPIM.SAP0172	2010.02	8.02	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8283	CPIM.SAP0172	2010.03	9.24	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8284	CPIM.SAP0172	2010.04	8.83	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8285	CPIM.SAP0172	2010.05	8.97	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8286	CPIM.SAP0172	2010.06	9.14	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8287	CPIM.SAP0172	2010.07	9.02	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8288	CPIM.SAP0172	2010.08	8.69	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8289	CPIM.SAP0172	2010.09	9.32	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8290	CPIM.SAP0172	2010.1	9.35	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8291	CPIM.SAP0172	2010.11	8.61	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8292	CPIM.SAP0172	2010.12	8.1	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8293	CPIM.SAP0172	2011.01	8.87	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8294	CPIM.SAP0172	2011.02	8.18	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8295	CPIM.SAP0172	2011.03	9.38	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8296	CPIM.SAP0172	2011.04	9.36	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8297	CPIM.SAP0172	2011.05	9.02	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
8298	CPIM.SAP0172	2011.06	9.28	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Chocolate, boxed, loose, 250g
