	Series_reference	Period	Data_value	STATUS	UNITS	Subject	Group	Series_title_1
1960	CPIM.SAP0113	2015.12	2.32	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1961	CPIM.SAP0113	2016.01	2.38	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1962	CPIM.SAP0113	2016.02	2.4	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1963	CPIM.SAP0113	2016.03	2.31	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1964	CPIM.SAP0113	2016.04	2.36	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1965	CPIM.SAP0113	2016.05	2.42	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1966	CPIM.SAP0113	2016.06	2.47	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1967	CPIM.SAP0113	2016.07	2.39	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1968	CPIM.SAP0113	2016.08	2.39	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1969	CPIM.SAP0113	2016.09	2.37	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1970	CPIM.SAP0113	2016.1	2.38	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1971	CPIM.SAP0113	2016.11	2.39	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1972	CPIM.SAP0113	2016.12	2.45	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1973	CPIM.SAP0113	2017.01	2.46	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1974	CPIM.SAP0113	2017.02	2.44	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1975	CPIM.SAP0113	2017.03	2.44	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1976	CPIM.SAP0113	2017.04	2.43	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1977	CPIM.SAP0113	2017.05	2.47	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1978	CPIM.SAP0113	2017.06	2.43	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1979	CPIM.SAP0113	2017.07	2.42	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1980	CPIM.SAP0113	2017.08	2.48	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1981	CPIM.SAP0113	2017.09	2.47	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1982	CPIM.SAP0113	2017.1	2.48	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1983	CPIM.SAP0113	2017.11	2.55	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1984	CPIM.SAP0113	2017.12	2.48	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1985	CPIM.SAP0113	2018.01	2.48	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1986	CPIM.SAP0113	2018.02	2.49	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1987	CPIM.SAP0113	2018.03	2.41	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Peas - frozen (supermarket only), 1kg
1988	CPIM.SAP0114	2006.06	11.03	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
1989	CPIM.SAP0114	2006.07	11.1	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
1990	CPIM.SAP0114	2006.08	11.39	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
1991	CPIM.SAP0114	2006.09	11.8	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
1992	CPIM.SAP0114	2006.1	11.89	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
1993	CPIM.SAP0114	2006.11	11.93	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
1994	CPIM.SAP0114	2006.12	11.8	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
1995	CPIM.SAP0114	2007.01	11.9	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
1996	CPIM.SAP0114	2007.02	11.72	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
1997	CPIM.SAP0114	2007.03	11.67	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
1998	CPIM.SAP0114	2007.04	11.31	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
1999	CPIM.SAP0114	2007.05	11.32	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2000	CPIM.SAP0114	2007.06	10.51	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2001	CPIM.SAP0114	2007.07	11.52	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2002	CPIM.SAP0114	2007.08	11.49	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2003	CPIM.SAP0114	2007.09	11.69	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2004	CPIM.SAP0114	2007.1	11.73	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2005	CPIM.SAP0114	2007.11	11.73	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2006	CPIM.SAP0114	2007.12	11.93	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2007	CPIM.SAP0114	2008.01	12.06	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2008	CPIM.SAP0114	2008.02	12.07	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2009	CPIM.SAP0114	2008.03	11.88	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2010	CPIM.SAP0114	2008.04	11.07	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2011	CPIM.SAP0114	2008.05	11.57	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2012	CPIM.SAP0114	2008.06	11.8	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2013	CPIM.SAP0114	2008.07	11.51	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2014	CPIM.SAP0114	2008.08	12.25	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2015	CPIM.SAP0114	2008.09	13.58	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2016	CPIM.SAP0114	2008.1	14.29	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2017	CPIM.SAP0114	2008.11	14.07	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2018	CPIM.SAP0114	2008.12	13.6	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2019	CPIM.SAP0114	2009.01	13.61	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2020	CPIM.SAP0114	2009.02	13.49	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2021	CPIM.SAP0114	2009.03	12.94	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2022	CPIM.SAP0114	2009.04	13.44	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2023	CPIM.SAP0114	2009.05	13.13	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2024	CPIM.SAP0114	2009.06	12.56	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2025	CPIM.SAP0114	2009.07	13.04	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2026	CPIM.SAP0114	2009.08	13.13	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2027	CPIM.SAP0114	2009.09	13.4	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2028	CPIM.SAP0114	2009.1	13.54	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2029	CPIM.SAP0114	2009.11	13.54	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2030	CPIM.SAP0114	2009.12	13.44	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2031	CPIM.SAP0114	2010.01	13.45	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2032	CPIM.SAP0114	2010.02	13.67	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2033	CPIM.SAP0114	2010.03	13.11	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2034	CPIM.SAP0114	2010.04	12.92	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2035	CPIM.SAP0114	2010.05	12.4	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2036	CPIM.SAP0114	2010.06	12.99	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2037	CPIM.SAP0114	2010.07	13.72	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2038	CPIM.SAP0114	2010.08	13.37	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2039	CPIM.SAP0114	2010.09	13.49	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2040	CPIM.SAP0114	2010.1	14.46	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2041	CPIM.SAP0114	2010.11	13.8	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2042	CPIM.SAP0114	2010.12	14.53	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2043	CPIM.SAP0114	2011.01	14.48	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2044	CPIM.SAP0114	2011.02	13.94	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2045	CPIM.SAP0114	2011.03	14.38	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2046	CPIM.SAP0114	2011.04	13.62	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2047	CPIM.SAP0114	2011.05	13.57	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2048	CPIM.SAP0114	2011.06	13.78	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2049	CPIM.SAP0114	2011.07	14.29	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2050	CPIM.SAP0114	2011.08	14.51	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2051	CPIM.SAP0114	2011.09	14.17	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2052	CPIM.SAP0114	2011.1	14.7	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2053	CPIM.SAP0114	2011.11	14.62	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2054	CPIM.SAP0114	2011.12	14.9	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2055	CPIM.SAP0114	2012.01	14.83	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2056	CPIM.SAP0114	2012.02	14.93	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2057	CPIM.SAP0114	2012.03	14.66	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2058	CPIM.SAP0114	2012.04	14.8	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2059	CPIM.SAP0114	2012.05	13.74	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2060	CPIM.SAP0114	2012.06	14.32	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2061	CPIM.SAP0114	2012.07	13.69	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2062	CPIM.SAP0114	2012.08	14.83	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2063	CPIM.SAP0114	2012.09	13.99	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2064	CPIM.SAP0114	2012.1	14.41	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2065	CPIM.SAP0114	2012.11	14.83	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2066	CPIM.SAP0114	2012.12	14.3	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2067	CPIM.SAP0114	2013.01	14.9	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2068	CPIM.SAP0114	2013.02	14.53	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2069	CPIM.SAP0114	2013.03	14.72	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2070	CPIM.SAP0114	2013.04	13.88	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2071	CPIM.SAP0114	2013.05	13.67	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2072	CPIM.SAP0114	2013.06	13.82	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2073	CPIM.SAP0114	2013.07	14.42	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2074	CPIM.SAP0114	2013.08	13.67	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2075	CPIM.SAP0114	2013.09	14.74	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2076	CPIM.SAP0114	2013.1	15.09	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2077	CPIM.SAP0114	2013.11	14.76	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2078	CPIM.SAP0114	2013.12	15.79	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2079	CPIM.SAP0114	2014.01	15.83	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2080	CPIM.SAP0114	2014.02	15.75	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2081	CPIM.SAP0114	2014.03	15.55	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2082	CPIM.SAP0114	2014.04	15.54	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2083	CPIM.SAP0114	2014.05	15.44	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2084	CPIM.SAP0114	2014.06	15.65	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2085	CPIM.SAP0114	2014.07	15.11	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2086	CPIM.SAP0114	2014.08	15.47	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2087	CPIM.SAP0114	2014.09	14.27	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2088	CPIM.SAP0114	2014.1	15.69	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2089	CPIM.SAP0114	2014.11	16.05	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2090	CPIM.SAP0114	2014.12	16.31	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2091	CPIM.SAP0114	2015.01	16.16	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2092	CPIM.SAP0114	2015.02	16.7	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2093	CPIM.SAP0114	2015.03	16.52	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2094	CPIM.SAP0114	2015.04	16.65	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2095	CPIM.SAP0114	2015.05	16.73	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2096	CPIM.SAP0114	2015.06	16.16	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2097	CPIM.SAP0114	2015.07	16.45	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2098	CPIM.SAP0114	2015.08	16.34	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2099	CPIM.SAP0114	2015.09	16.86	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2100	CPIM.SAP0114	2015.1	16.96	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2101	CPIM.SAP0114	2015.11	17.08	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2102	CPIM.SAP0114	2015.12	17.15	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2103	CPIM.SAP0114	2016.01	17.23	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2104	CPIM.SAP0114	2016.02	17.16	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2105	CPIM.SAP0114	2016.03	16.85	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2106	CPIM.SAP0114	2016.04	17.12	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2107	CPIM.SAP0114	2016.05	16.82	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2108	CPIM.SAP0114	2016.06	16.63	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2109	CPIM.SAP0114	2016.07	17.06	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2110	CPIM.SAP0114	2016.08	16.99	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2111	CPIM.SAP0114	2016.09	17.52	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2112	CPIM.SAP0114	2016.1	17.82	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2113	CPIM.SAP0114	2016.11	17.62	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
2114	CPIM.SAP0114	2016.12	17.72	FINAL	Dollars	Consumers Price Index - CPI	Food Price Index Selected Monthly Weighted Average Prices for New Zealand	Beef steak - blade, 1kg
